Country Name,Country Code,Parameters,Year,Value,Country Group
Italy,ITA,Population growth (annual %),1975,0.6,G7
Canada,CAN,Population growth (annual %),1975,1.46,G7
Japan,JPN,Population growth (annual %),1975,1.27,G7
France,FRA,Population growth (annual %),1975,0.56,G7
Germany,DEU,Population growth (annual %),1975,-0.37,G7
India,IND,"Population, total",1975,623524219.0,BRICS
Russian Federation,RUS,"Population, total",1975,134200000.0,BRICS
China,CHN,"Population, total",1975,916395000.0,BRICS
South Africa,ZAF,"Population, total",1975,25777964.0,BRICS
Brazil,BRA,"Population, total",1975,108700515.0,BRICS
United States,USA,"Population, total",1975,215973000.0,G7
United Kingdom,GBR,"Population, total",1975,56225800.0,G7
Italy,ITA,"Population, total",1975,55441001.0,G7
Canada,CAN,"Population, total",1975,23143275.0,G7
Japan,JPN,"Population, total",1975,111573000.0,G7
France,FRA,"Population, total",1975,53715733.0,G7
Germany,DEU,"Population, total",1975,78673554.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,7.67,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,7.17,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,4.04,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,21.57,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,9.47,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,5.84,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,6.26,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,9.87,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,7.81,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,3.72,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,9.69,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1975,6.92,G7
India,IND,Current account balance (% of GDP),1976,1.54,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1976,5.66,BRICS
China,CHN,Current account balance (% of GDP),1976,2.15,BRICS
South Africa,ZAF,Current account balance (% of GDP),1976,-4.65,BRICS
Brazil,BRA,Current account balance (% of GDP),1976,-1.95,BRICS
United States,USA,Current account balance (% of GDP),1976,0.2,G7
United Kingdom,GBR,Current account balance (% of GDP),1976,-0.59,G7
Italy,ITA,Current account balance (% of GDP),1976,-1.27,G7
Canada,CAN,Current account balance (% of GDP),1976,-3.69,G7
Japan,JPN,Current account balance (% of GDP),1976,2.81,G7
France,FRA,Current account balance (% of GDP),1976,-0.9,G7
Germany,DEU,Current account balance (% of GDP),1976,0.72,G7
India,IND,"Fertility rate, total (births per woman)",1976,5.13,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1976,1.97,BRICS
China,CHN,"Fertility rate, total (births per woman)",1976,3.24,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1976,5.07,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1976,4.34,BRICS
United States,USA,"Fertility rate, total (births per woman)",1976,1.74,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1976,1.74,G7
Italy,ITA,"Fertility rate, total (births per woman)",1976,2.04,G7
Canada,CAN,"Fertility rate, total (births per woman)",1976,1.8,G7
Japan,JPN,"Fertility rate, total (births per woman)",1976,1.85,G7
France,FRA,"Fertility rate, total (births per woman)",1976,2.01,G7
Germany,DEU,"Fertility rate, total (births per woman)",1976,1.45,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1976,-0.01,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1976,1.65,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1976,2.52,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1976,0.04,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1976,2.63,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1976,0.16,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1976,1.29,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1976,0.05,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1976,1.18,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1976,0.02,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1976,0.26,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1976,0.25,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1976,0.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1976,1.76,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1976,0.63,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1976,0.08,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1976,0.55,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1976,0.6,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1976,1.86,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1976,0.07,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1976,0.48,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1976,0.33,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1976,0.44,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1976,0.5,G7
India,IND,GDP (current US$),1976,103000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1976,1034400000000.0,BRICS
China,CHN,GDP (current US$),1976,154000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1976,41150460288.0,BRICS
Brazil,BRA,GDP (current US$),1976,1260147058823.53,BRICS
United States,USA,GDP (current US$),1976,1870000000000.0,G7
United Kingdom,GBR,GDP (current US$),1976,233000000000.0,G7
Italy,ITA,GDP (current US$),1976,225000000000.0,G7
Canada,CAN,GDP (current US$),1976,207000000000.0,G7
Japan,JPN,GDP (current US$),1976,599000000000.0,G7
France,FRA,GDP (current US$),1976,372000000000.0,G7
Germany,DEU,GDP (current US$),1976,520000000000.0,G7
India,IND,GDP growth (annual %),1976,1.66,BRICS
Russian Federation,RUS,GDP growth (annual %),1976,0.81,BRICS
China,CHN,GDP growth (annual %),1976,-1.57,BRICS
South Africa,ZAF,GDP growth (annual %),1976,2.25,BRICS
Brazil,BRA,GDP growth (annual %),1976,10.26,BRICS
United States,USA,GDP growth (annual %),1976,5.39,G7
United Kingdom,GBR,GDP growth (annual %),1976,2.91,G7
Italy,ITA,GDP growth (annual %),1976,7.13,G7
Canada,CAN,GDP growth (annual %),1976,5.89,G7
Japan,JPN,GDP growth (annual %),1976,3.97,G7
France,FRA,GDP growth (annual %),1976,4.36,G7
Germany,DEU,GDP growth (annual %),1976,4.95,G7
India,IND,GDP per capita (current US$),1976,161.14,BRICS
Russian Federation,RUS,GDP per capita (current US$),1976,7105.15,BRICS
China,CHN,GDP per capita (current US$),1976,165.4,BRICS
South Africa,ZAF,GDP per capita (current US$),1976,1554.0,BRICS
Brazil,BRA,GDP per capita (current US$),1976,6495.78,BRICS
United States,USA,GDP per capita (current US$),1976,8592.25,G7
United Kingdom,GBR,GDP per capita (current US$),1976,4138.17,G7
Italy,ITA,GDP per capita (current US$),1976,4033.1,G7
Canada,CAN,GDP per capita (current US$),1976,8838.95,G7
Japan,JPN,GDP per capita (current US$),1976,5310.43,G7
France,FRA,GDP per capita (current US$),1976,6899.07,G7
Germany,DEU,GDP per capita (current US$),1976,6634.86,G7
India,IND,GDP per capita growth (annual %),1976,-0.56,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1976,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1976,-3.08,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1976,-0.46,BRICS
Brazil,BRA,GDP per capita growth (annual %),1976,7.7,BRICS
United States,USA,GDP per capita growth (annual %),1976,4.39,G7
United Kingdom,GBR,GDP per capita growth (annual %),1976,2.94,G7
Italy,ITA,GDP per capita growth (annual %),1976,6.59,G7
Canada,CAN,GDP per capita growth (annual %),1976,4.51,G7
Japan,JPN,GDP per capita growth (annual %),1976,2.87,G7
France,FRA,GDP per capita growth (annual %),1976,3.87,G7
Germany,DEU,GDP per capita growth (annual %),1976,5.4,G7
India,IND,Gross savings (% of GDP),1976,15.97,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1976,27.76,BRICS
China,CHN,Gross savings (% of GDP),1976,42.07,BRICS
South Africa,ZAF,Gross savings (% of GDP),1976,25.75,BRICS
Brazil,BRA,Gross savings (% of GDP),1976,19.14,BRICS
United States,USA,Gross savings (% of GDP),1976,21.46,G7
United Kingdom,GBR,Gross savings (% of GDP),1976,20.62,G7
Italy,ITA,Gross savings (% of GDP),1976,25.63,G7
Canada,CAN,Gross savings (% of GDP),1976,21.88,G7
Japan,JPN,Gross savings (% of GDP),1976,28.86,G7
France,FRA,Gross savings (% of GDP),1976,25.16,G7
Germany,DEU,Gross savings (% of GDP),1976,20.54,G7
India,IND,Imports of goods and services (% of GDP),1976,6.11,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1976,22.43,BRICS
China,CHN,Imports of goods and services (% of GDP),1976,4.77,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1976,24.97,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1976,9.4,BRICS
United States,USA,Imports of goods and services (% of GDP),1976,8.07,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1976,29.11,G7
Italy,ITA,Imports of goods and services (% of GDP),1976,21.15,G7
Canada,CAN,Imports of goods and services (% of GDP),1976,22.58,G7
Japan,JPN,Imports of goods and services (% of GDP),1976,12.07,G7
France,FRA,Imports of goods and services (% of GDP),1976,20.26,G7
Germany,DEU,Imports of goods and services (% of GDP),1976,20.3,G7
India,IND,"Inflation, consumer prices (annual %)",1976,-7.63,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1976,61.16,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1976,4.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1976,11.02,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1976,280.27,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1976,5.74,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1976,16.56,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1976,16.61,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1976,7.54,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1976,9.37,G7
France,FRA,"Inflation, consumer prices (annual %)",1976,9.63,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1976,4.25,G7
India,IND,Population ages 65 and above (% of total population),1976,3.87,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1976,9.25,BRICS
China,CHN,Population ages 65 and above (% of total population),1976,4.02,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1976,3.74,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1976,3.56,BRICS
United States,USA,Population ages 65 and above (% of total population),1976,10.65,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1976,14.23,G7
Italy,ITA,Population ages 65 and above (% of total population),1976,12.42,G7
Canada,CAN,Population ages 65 and above (% of total population),1976,8.63,G7
Japan,JPN,Population ages 65 and above (% of total population),1976,8.28,G7
France,FRA,Population ages 65 and above (% of total population),1976,13.66,G7
Germany,DEU,Population ages 65 and above (% of total population),1976,15.06,G7
India,IND,Population growth (annual %),1976,2.21,BRICS
Russian Federation,RUS,Population growth (annual %),1976,0.7,BRICS
China,CHN,Population growth (annual %),1976,1.55,BRICS
South Africa,ZAF,Population growth (annual %),1976,2.69,BRICS
Brazil,BRA,Population growth (annual %),1976,2.35,BRICS
United States,USA,Population growth (annual %),1976,0.95,G7
United Kingdom,GBR,Population growth (annual %),1976,-0.02,G7
Italy,ITA,Population growth (annual %),1976,0.5,G7
Canada,CAN,Population growth (annual %),1976,1.32,G7
Japan,JPN,Population growth (annual %),1976,1.07,G7
France,FRA,Population growth (annual %),1976,0.47,G7
Germany,DEU,Population growth (annual %),1976,-0.43,G7
India,IND,"Population, total",1976,637451448.0,BRICS
Russian Federation,RUS,"Population, total",1976,135147000.0,BRICS
China,CHN,"Population, total",1976,930685000.0,BRICS
South Africa,ZAF,"Population, total",1976,26480300.0,BRICS
Brazil,BRA,"Population, total",1976,111286504.0,BRICS
United States,USA,"Population, total",1976,218035000.0,G7
United Kingdom,GBR,"Population, total",1976,56211968.0,G7
Italy,ITA,"Population, total",1976,55718260.0,G7
Canada,CAN,"Population, total",1976,23449808.0,G7
Japan,JPN,"Population, total",1976,112775000.0,G7
France,FRA,"Population, total",1976,53966558.0,G7
Germany,DEU,"Population, total",1976,78336950.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,7.67,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,7.17,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,4.04,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,21.57,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,9.47,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,5.84,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,6.26,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,9.87,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,7.81,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,3.72,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,9.69,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1976,6.92,G7
India,IND,Current account balance (% of GDP),1977,1.74,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1977,5.66,BRICS
China,CHN,Current account balance (% of GDP),1977,2.15,BRICS
South Africa,ZAF,Current account balance (% of GDP),1977,0.53,BRICS
Brazil,BRA,Current account balance (% of GDP),1977,-1.95,BRICS
United States,USA,Current account balance (% of GDP),1977,-0.73,G7
United Kingdom,GBR,Current account balance (% of GDP),1977,0.06,G7
Italy,ITA,Current account balance (% of GDP),1977,0.91,G7
Canada,CAN,Current account balance (% of GDP),1977,-3.3,G7
Japan,JPN,Current account balance (% of GDP),1977,2.81,G7
France,FRA,Current account balance (% of GDP),1977,-0.1,G7
Germany,DEU,Current account balance (% of GDP),1977,0.65,G7
India,IND,"Fertility rate, total (births per woman)",1977,5.01,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1977,1.95,BRICS
China,CHN,"Fertility rate, total (births per woman)",1977,2.84,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1977,4.94,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1977,4.27,BRICS
United States,USA,"Fertility rate, total (births per woman)",1977,1.79,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1977,1.69,G7
Italy,ITA,"Fertility rate, total (births per woman)",1977,1.93,G7
Canada,CAN,"Fertility rate, total (births per woman)",1977,1.78,G7
Japan,JPN,"Fertility rate, total (births per woman)",1977,1.8,G7
France,FRA,"Fertility rate, total (births per woman)",1977,1.94,G7
Germany,DEU,"Fertility rate, total (births per woman)",1977,1.4,G7
India,IND,"Foreign direct investment, net inflows (% of GDP)",1977,-0.03,BRICS
Russian Federation,RUS,"Foreign direct investment, net inflows (% of GDP)",1977,1.65,BRICS
China,CHN,"Foreign direct investment, net inflows (% of GDP)",1977,2.52,BRICS
South Africa,ZAF,"Foreign direct investment, net inflows (% of GDP)",1977,-0.27,BRICS
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",1977,2.63,BRICS
United States,USA,"Foreign direct investment, net inflows (% of GDP)",1977,0.14,G7
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",1977,1.68,G7
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",1977,0.44,G7
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",1977,1.59,G7
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",1977,0.0,G7
France,FRA,"Foreign direct investment, net inflows (% of GDP)",1977,0.46,G7
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",1977,0.16,G7
India,IND,"Foreign direct investment, net outflows (% of GDP)",1977,0.0,BRICS
Russian Federation,RUS,"Foreign direct investment, net outflows (% of GDP)",1977,1.76,BRICS
China,CHN,"Foreign direct investment, net outflows (% of GDP)",1977,0.63,BRICS
South Africa,ZAF,"Foreign direct investment, net outflows (% of GDP)",1977,0.15,BRICS
Brazil,BRA,"Foreign direct investment, net outflows (% of GDP)",1977,0.55,BRICS
United States,USA,"Foreign direct investment, net outflows (% of GDP)",1977,0.54,G7
United Kingdom,GBR,"Foreign direct investment, net outflows (% of GDP)",1977,1.59,G7
Italy,ITA,"Foreign direct investment, net outflows (% of GDP)",1977,0.22,G7
Canada,CAN,"Foreign direct investment, net outflows (% of GDP)",1977,0.77,G7
Japan,JPN,"Foreign direct investment, net outflows (% of GDP)",1977,0.22,G7
France,FRA,"Foreign direct investment, net outflows (% of GDP)",1977,0.24,G7
Germany,DEU,"Foreign direct investment, net outflows (% of GDP)",1977,0.4,G7
India,IND,GDP (current US$),1977,121000000000.0,BRICS
Russian Federation,RUS,GDP (current US$),1977,1034400000000.0,BRICS
China,CHN,GDP (current US$),1977,175000000000.0,BRICS
South Africa,ZAF,GDP (current US$),1977,45328411332.0,BRICS
Brazil,BRA,GDP (current US$),1977,1260147058823.53,BRICS
United States,USA,GDP (current US$),1977,2080000000000.0,G7
United Kingdom,GBR,GDP (current US$),1977,263000000000.0,G7
Italy,ITA,GDP (current US$),1977,258000000000.0,G7
Canada,CAN,GDP (current US$),1977,212000000000.0,G7
Japan,JPN,GDP (current US$),1977,737000000000.0,G7
France,FRA,GDP (current US$),1977,410000000000.0,G7
Germany,DEU,GDP (current US$),1977,600000000000.0,G7
India,IND,GDP growth (annual %),1977,7.25,BRICS
Russian Federation,RUS,GDP growth (annual %),1977,0.81,BRICS
China,CHN,GDP growth (annual %),1977,7.57,BRICS
South Africa,ZAF,GDP growth (annual %),1977,-0.09,BRICS
Brazil,BRA,GDP growth (annual %),1977,4.93,BRICS
United States,USA,GDP growth (annual %),1977,4.62,G7
United Kingdom,GBR,GDP growth (annual %),1977,2.46,G7
Italy,ITA,GDP growth (annual %),1977,2.56,G7
Canada,CAN,GDP growth (annual %),1977,3.53,G7
Japan,JPN,GDP growth (annual %),1977,4.39,G7
France,FRA,GDP growth (annual %),1977,3.46,G7
Germany,DEU,GDP growth (annual %),1977,3.35,G7
India,IND,GDP per capita (current US$),1977,186.42,BRICS
Russian Federation,RUS,GDP per capita (current US$),1977,7105.15,BRICS
China,CHN,GDP per capita (current US$),1977,185.42,BRICS
South Africa,ZAF,GDP per capita (current US$),1977,1666.5,BRICS
Brazil,BRA,GDP per capita (current US$),1977,6495.78,BRICS
United States,USA,GDP per capita (current US$),1977,9452.58,G7
United Kingdom,GBR,GDP per capita (current US$),1977,4681.44,G7
Italy,ITA,GDP per capita (current US$),1977,4603.6,G7
Canada,CAN,GDP per capita (current US$),1977,8949.11,G7
Japan,JPN,GDP per capita (current US$),1977,6472.79,G7
France,FRA,GDP per capita (current US$),1977,7566.66,G7
Germany,DEU,GDP per capita (current US$),1977,7682.95,G7
India,IND,GDP per capita growth (annual %),1977,4.91,BRICS
Russian Federation,RUS,GDP per capita growth (annual %),1977,0.84,BRICS
China,CHN,GDP per capita growth (annual %),1977,6.11,BRICS
South Africa,ZAF,GDP per capita growth (annual %),1977,-2.74,BRICS
Brazil,BRA,GDP per capita growth (annual %),1977,2.49,BRICS
United States,USA,GDP per capita growth (annual %),1977,3.58,G7
United Kingdom,GBR,GDP per capita growth (annual %),1977,2.49,G7
Italy,ITA,GDP per capita growth (annual %),1977,2.13,G7
Canada,CAN,GDP per capita growth (annual %),1977,2.33,G7
Japan,JPN,GDP per capita growth (annual %),1977,3.38,G7
France,FRA,GDP per capita growth (annual %),1977,2.98,G7
Germany,DEU,GDP per capita growth (annual %),1977,3.58,G7
India,IND,Gross savings (% of GDP),1977,15.4,BRICS
Russian Federation,RUS,Gross savings (% of GDP),1977,27.76,BRICS
China,CHN,Gross savings (% of GDP),1977,42.07,BRICS
South Africa,ZAF,Gross savings (% of GDP),1977,26.0,BRICS
Brazil,BRA,Gross savings (% of GDP),1977,19.73,BRICS
United States,USA,Gross savings (% of GDP),1977,22.21,G7
United Kingdom,GBR,Gross savings (% of GDP),1977,21.77,G7
Italy,ITA,Gross savings (% of GDP),1977,25.63,G7
Canada,CAN,Gross savings (% of GDP),1977,20.6,G7
Japan,JPN,Gross savings (% of GDP),1977,28.86,G7
France,FRA,Gross savings (% of GDP),1977,24.95,G7
Germany,DEU,Gross savings (% of GDP),1977,20.25,G7
India,IND,Imports of goods and services (% of GDP),1977,6.26,BRICS
Russian Federation,RUS,Imports of goods and services (% of GDP),1977,22.43,BRICS
China,CHN,Imports of goods and services (% of GDP),1977,4.61,BRICS
South Africa,ZAF,Imports of goods and services (% of GDP),1977,21.93,BRICS
Brazil,BRA,Imports of goods and services (% of GDP),1977,7.91,BRICS
United States,USA,Imports of goods and services (% of GDP),1977,8.76,G7
United Kingdom,GBR,Imports of goods and services (% of GDP),1977,28.94,G7
Italy,ITA,Imports of goods and services (% of GDP),1977,20.43,G7
Canada,CAN,Imports of goods and services (% of GDP),1977,23.06,G7
Japan,JPN,Imports of goods and services (% of GDP),1977,10.84,G7
France,FRA,Imports of goods and services (% of GDP),1977,20.4,G7
Germany,DEU,Imports of goods and services (% of GDP),1977,20.12,G7
India,IND,"Inflation, consumer prices (annual %)",1977,8.31,BRICS
Russian Federation,RUS,"Inflation, consumer prices (annual %)",1977,61.16,BRICS
China,CHN,"Inflation, consumer prices (annual %)",1977,4.77,BRICS
South Africa,ZAF,"Inflation, consumer prices (annual %)",1977,11.15,BRICS
Brazil,BRA,"Inflation, consumer prices (annual %)",1977,280.27,BRICS
United States,USA,"Inflation, consumer prices (annual %)",1977,6.5,G7
United Kingdom,GBR,"Inflation, consumer prices (annual %)",1977,15.84,G7
Italy,ITA,"Inflation, consumer prices (annual %)",1977,17.13,G7
Canada,CAN,"Inflation, consumer prices (annual %)",1977,7.98,G7
Japan,JPN,"Inflation, consumer prices (annual %)",1977,8.16,G7
France,FRA,"Inflation, consumer prices (annual %)",1977,9.49,G7
Germany,DEU,"Inflation, consumer prices (annual %)",1977,3.73,G7
India,IND,Population ages 65 and above (% of total population),1977,3.91,BRICS
Russian Federation,RUS,Population ages 65 and above (% of total population),1977,9.54,BRICS
China,CHN,Population ages 65 and above (% of total population),1977,4.09,BRICS
South Africa,ZAF,Population ages 65 and above (% of total population),1977,3.78,BRICS
Brazil,BRA,Population ages 65 and above (% of total population),1977,3.62,BRICS
United States,USA,Population ages 65 and above (% of total population),1977,10.86,G7
United Kingdom,GBR,Population ages 65 and above (% of total population),1977,14.42,G7
Italy,ITA,Population ages 65 and above (% of total population),1977,12.66,G7
Canada,CAN,Population ages 65 and above (% of total population),1977,8.8,G7
Japan,JPN,Population ages 65 and above (% of total population),1977,8.53,G7
France,FRA,Population ages 65 and above (% of total population),1977,13.78,G7
Germany,DEU,Population ages 65 and above (% of total population),1977,15.28,G7
India,IND,Population growth (annual %),1977,2.21,BRICS
Russian Federation,RUS,Population growth (annual %),1977,0.7,BRICS
China,CHN,Population growth (annual %),1977,1.36,BRICS
South Africa,ZAF,Population growth (annual %),1977,2.68,BRICS
Brazil,BRA,Population growth (annual %),1977,2.36,BRICS
United States,USA,Population growth (annual %),1977,1.01,G7
United Kingdom,GBR,Population growth (annual %),1977,-0.03,G7
Italy,ITA,Population growth (annual %),1977,0.42,G7
Canada,CAN,Population growth (annual %),1977,1.17,G7
Japan,JPN,Population growth (annual %),1977,0.97,G7
France,FRA,Population growth (annual %),1977,0.47,G7
Germany,DEU,Population growth (annual %),1977,-0.23,G7
India,IND,"Population, total",1977,651685628.0,BRICS
Russian Federation,RUS,"Population, total",1977,136100000.0,BRICS
China,CHN,"Population, total",1977,943455000.0,BRICS
South Africa,ZAF,"Population, total",1977,27199838.0,BRICS
Brazil,BRA,"Population, total",1977,113939886.0,BRICS
United States,USA,"Population, total",1977,220239000.0,G7
United Kingdom,GBR,"Population, total",1977,56193492.0,G7
Italy,ITA,"Population, total",1977,55955411.0,G7
Canada,CAN,"Population, total",1977,23725843.0,G7
Japan,JPN,"Population, total",1977,113872000.0,G7
France,FRA,"Population, total",1977,54221988.0,G7
Germany,DEU,"Population, total",1977,78159814.0,G7
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,7.67,BRICS
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,7.17,BRICS
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,4.04,BRICS
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,21.57,BRICS
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,9.47,BRICS
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,5.84,G7
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,6.26,G7
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,9.87,G7
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,7.81,G7
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,3.72,G7
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,9.69,G7
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1977,6.92,G7
India,IND,Current account balance (% of GDP),1978,0.5,BRICS
Russian Federation,RUS,Current account balance (% of GDP),1978,5.66,BRICS
China,CHN,Current account balance (% of GDP),1978,2.15,BRICS
South Africa,ZAF,Current account balance (% of GDP),1978,2.13,BRICS
Brazil,BRA,Current account balance (% of GDP),1978,-1.95,BRICS
United States,USA,Current account balance (% of GDP),1978,-0.67,G7
United Kingdom,GBR,Current account balance (% of GDP),1978,0.64,G7
Italy,ITA,Current account balance (% of GDP),1978,1.92,G7
Canada,CAN,Current account balance (% of GDP),1978,-3.73,G7
Japan,JPN,Current account balance (% of GDP),1978,2.81,G7
France,FRA,Current account balance (% of GDP),1978,1.39,G7
Germany,DEU,Current account balance (% of GDP),1978,1.25,G7
India,IND,"Fertility rate, total (births per woman)",1978,4.89,BRICS
Russian Federation,RUS,"Fertility rate, total (births per woman)",1978,1.92,BRICS
China,CHN,"Fertility rate, total (births per woman)",1978,2.72,BRICS
South Africa,ZAF,"Fertility rate, total (births per woman)",1978,4.85,BRICS
Brazil,BRA,"Fertility rate, total (births per woman)",1978,4.2,BRICS
United States,USA,"Fertility rate, total (births per woman)",1978,1.76,G7
United Kingdom,GBR,"Fertility rate, total (births per woman)",1978,1.75,G7
Italy,ITA,"Fertility rate, total (births per woman)",1978,1.84,G7
Canada,CAN,"Fertility rate, total (births per woman)",1978,1.77,G7
Japan,JPN,"Fertility rate, total (births per woman)",1978,1.79,G7
France,FRA,"Fertility rate, total (births per woman)",1978,1.89,G7
Germany,DEU,"Fertility rate, total (births per woman)",1978,1.38,G7
